,title,price,link_item,index,discount,sales,category
0,Xe scooter trẻ em Scoot and Ride Highwaykick 1 màu Lemon,1.805.000₫,https://tka.tiki.vn/pixel/pixel?data=BYjoHwZ3EkGAg0hUEtvr6GFA8aMVcCl_siI9HfsTdCKaqLyk8zJkGtAlf0DJxymOaPZaN6bEbHTydN-OTyDEsnmZMZMYTqNdk0vubeAV9wcCz2Eolni057fQjPRHxaw5Mx2i1X-YVYHlSZ_yHFx7P1LbaRw3kReYv-Tm4Ay1IiC2QKTV5l_LV7xiRQMo_7LZKAMbMtGMd3180xPP3xehpsIDn2cvGNJDWl28FbhTzvzzy-4GmiWNAV1Enbr16dHwv5FfHkOb4auvCBRXMg8csAN2MmYvNDheUgS32TsSa8NRlb3BGaEs1GKqbddA5ljUd7mCpcoAPLelM51--PSkM_9XS4JwBILXWCKOciAuy4JVPK7wjmxkZlv9QWRfQNlsMO5Zhdh4hLJbiI4WWCv5hDIW1p6Jj5cLvEsmH8Jj-GoPYpvVCxHJCO-ex1LKya4oBnqa5bmV_8boRs8Gb8fbM0m1KG5WBhxGreXGT34QLxzWxtIuPkAf10OIAx8-odzR49ZaSyepKh6HvM-kUwYiMrcrMyMKM9qQwT-Vv-lqhL_wMhCwYcqZVB57N5mSAPquernW_YiJTYLriWEOei4RdM13bow0BskWF77I9hqnUdYCKL9PYJj-5lscMjC76A91WHCBYVK_yDxsaojnAc5eRK95z3MLQeMz3EkPYHd-ia4ITcANa_cjAZz9s9WujdU2UFHuPN222ZFd71L5-KLM_tT9Z0TWddMjuyNzPEk1Tv9b8OwQr5J80P7pNe2YmNCBmUO8OhYjUUL1H-LA7r6xPoQzzrdhsxEooNyTcd7aCqdHFCaAFb0MVo4Rg_9eY7_EipRFwACvkwuaw4ruhlDFKk5pe-MGbItCh4sxDyQS4ONnJVxdSLwzrCG0gudktnFdI1kcKVY5K5XcwrAI6rrFrHOWuVkflttaT-mrjW6ZAi5jvSYpVQStkDPmeeUMO3UecIuwkFBxe3KcRHjKLK0BfmlseawMOnNHOEYALhNCvZZTwjfnPAILSVnme4a07yrNo934y0s08F2C6_GSBhiQd-V80LOxYEo3CNW43KhFrmRhN9V6CANG-iAb6TWFegRoRhWqbf5b9mINICxnSNr3I6IWbYof5iYyFOV9waQYf32Dp3YxMWdOgViOtobwSTZxvn6h24BXQV2gSYtQMv490mI65hvLPJiVRJMmJy8yyK2uHlbLaULgp2xy0O-BRQ081F3vYUlPA2q3m982Cz8v3HVgHPVJXFS4qHK1ldT7yvEN0w&reqid=AqRDDx3I1Y0jQs7B&type=CLICK&pos=1,1,-18%,Đã bán 1,dochoi
1,Xe scooter trẻ em Scoot and Ride Highwaykick 1 màu Kiwi,2.200.000₫,https://tka.tiki.vn/pixel/pixel?data=ngpq931BAMacDIAANgWGwpE_XOFCTTAO1afkzG6aFxSJQtikV3N4YwJ3PPD0FA8jisJGbWSj8iaPTLKY3ssx-cEzGKmp7jixU59N3SuiYh6X9drC2QI8kEZoW7HXxVFkvjYaPNNk5oo1CILM7Y-97UCvKoz9ipinIzkPHCC2t9fG1Dm18xLaQbHAzJLpsGmQPrf9jWmdJaexovMbk-vg81Auv5ORPWyFnq6tf9j_-QUtIvk0BEV0hqNvWrIQP159fhRWu9c7kCjN01EP9aS-usf3y0_2SpLv45woed17e9xcb1aLSks91gpTZb3Qc1zaYqcEwqdNngjX_hxtKWpca2d-u-Tyj3ohSaFdn9PaTd4tdeP9_9xNfxxM9AgG4cfsPeHQRxvpTgDZk1S_DmqJMhC7lcbQK4vZw1-DTpxVfs32qnQe9RPwx9x6MrDfsSJNNpYfSw0uBFKLlMABkG1zBo4efPn0It5WM0Sz4MTNxg466B_-09nlCiw5cnoYxBrYG8y485jS3rxzhh6YFRGm9-yHrVokxv3kMLXqw-6FhVmb2qNKww1P9lMJHZ5vSV3Qtuo5N4EWfqfTZWP-F1_Yna9WuRVAuarx3x_vQ39wVzgtypQQi4PKuICmdX-KJJ5viofBgSh2NfCAymhVfAvzIcLoSTwUIE_UInnajyrNdgO6r7l52xVQyHIKjOQZ3SItr8QDAAvg09JmXWtwl6MpxCnmne2L_H9Ypi2f8zBCH-MunGgFwl06cV20DhTj-TvLws07HSpXTjD1gwLhwyaaHz529U_oXgF3goG93BL2Qd_prsQVUr0dVCFLNTEPAiBrSyQVOTaLD4BbV5obEIEytxuzj_j0LA6isbPmbjeMdbgUKdf_Ywx0xNTOh0W6Kw2ZELAKBQN2YqP-nhVdVJw59UTzrJoValaMWz0f2wztiLtKbwombMyO6XwAYjSQy-7IMSJDz1XemIfZO9eLfEDLdLCVtn-JhPAjPrTZ84WsyWNGzx3pSqLYsjanoAoTyZq5LGRYzQJ3jipAl2tITk2DjFxFP0G4k8nAeWcexoRDalsk2zmwh0_U0BRNRvoq8jgx6r-ITQ8wIWqQyIRkzmNqFE5DAjRchrDpXQvuRb3jI9gtoLA0dab5Kv16QiW4p4ejteRZ26nJQCV2OLvRXX7rXvUHKgEoDP_hewYr4o5cg6H1QV3lJ9e0bKmi1fNf40jPwESj03k-Zsy4549yDgFUlsoErxOEqHSUfEk9-klD0z6h&reqid=AqRDDx3I1Y0jQs7B&type=CLICK&pos=2,2,-18%,,dochoi
2,Xe scooter trẻ em Scoot and Ride Highwaykick 3 LED màu Rose,1.805.000₫,https://tka.tiki.vn/pixel/pixel?data=DFSxfe9bagWfLyWIxwgJE96f6n6Iqbj8mGCZF96c6X2wbXcSknpM46ztKBA7wOFRa1pKVKGBKOouDXl-DZ1G3g6KU78RSsTVsQ3HHw6yBMxwEmczBSOrJrsLkttwbAMIfc9G38OmI7QMHwOPmuscM7baksZAcT75QK7Vks1V4gcFENM_k6hHknZ6jfEOsHbgLw2icq44HdVoTSifjCKBmJKrEc6VQKLMzxCY5efVLRZt5QPi1Q2BUNIz_87FvTK2Z-gxZ286i3bDgnLPbZ48EBfFoi-2wQDP8u1SkiJAIVgNdfOE0U54-LRe-3NZy8JLv6d87u-9WKHyhg6fDW8U7PyF8PXtgeRyeX5P6vbzD9JeUbWP__0ysOMIiFGekUqRTsNOQTjvXdlCz4GkhGoAP5_wJ9QG4ptF2kHPSdvKOADmpafs6vGmXHRve2Z7vES7j1KhI0fVXM35J920p2HNiECYlrroyfc0LI13ptgtR6iqm8Rsz1hsSCH1Jt6T_mwvdFK39kbGCJ-28sit8tAL49bqkjc-pR0uFlyEo4vRxcUdYcU9k0_u16Fa8DPvXTZZCWOH1ic2bpwuFxSeBf1Ok_ZeI9Ya05MsQ06dmAm_Gj0_Y0_UxHE-vHgkitq2NVRI643tmVrTLvpo6HGH8Nsu9E6uv_HTb-wtQO5ce9h0--X6VTflGXq6CfpcdlzjZ7-nZd8j3doD1kt5jn45bbG-J5U5J2acngYgon0-8UwlBB-XAhEBplAImQOWfGrV9BqjHFt5b2u4XhgHStStY-Ybv6IqHUKnoIcKaNjHyACLD_hCgghn4lBv3_OG5AT8Mhkp6_Bs2vWzXZYHxFKbpIHKWO4RreqzBdDLn4lrwXBnTTcHMNWZDpSgwZM2LUhks14i1zlAaHhZs7PlSfePM_NdtDJ-H0v8PDsIFIlRg6Ua00K16REQVG03gFVzCEhWMPtnBQIdFF89VPM7pI7E2j14qyAPlt0sA5eB2eR3RhRM_mAlHydzMB5NVTuXN9LEN9Dc05vTGu94s0elfuATzTYMpL8d28ILFnBtlBJi06YQ0uL2prD8I7cvcxIBzY2lcnta6mhFVM7ImAPehnKH_G-PCSK9aJtyiclve04kkTN2pTlajEjuSACCjXxhl9gGYHN_uIoO-ikkI6hEosLeHNsGTihVRoI7xYM-z3I5-iT58CVyEtlqowzFksTeXvZC8hfUeIsY88O9dKLx7dyhGUTkOatuAmrTJsnhROw4arpcLznmAqeoDQ&reqid=AqRDDx3I1Y0jQs7B&type=CLICK&pos=3,3,-18%,,dochoi
3,Xe scooter trẻ em Scoot and Ride Highwaykick 3 LED màu Ash,1.805.000₫,https://tka.tiki.vn/pixel/pixel?data=RaFd0C-TPBBNq9UvkmTW5PLmIjz7A6MYOaXjcxDozz36YxUmn38_7Y3R8On1HQz4DK9YpF4uyxAVXKMAgheYMbU39NRlxUYR8UvWviE6nKC-RsXtulFTSprEgx0-MRi3k0zq71JFf5TEbuso7sDixv9PK8mWqR4AxWBucE308hZrjnDCKOD_sjCfMNTK4kgnJyQjw8DLEH0bR-K59kdx7TJxB29srK8aJRwoAGwRsnDWep1NU2hEpwmcIQODPexoTBbfP32H3eTg8kVkHTxdbjeAKRwp17WWLC9Byz_EN-tKY6y85BMyGwVLn1SafPGPyKUsdBByojxHgfcN8hkFDHPX0QEvPuPb6j88Gn-l4Mt_oqkPzuoYn1GxBALDvvX3cNdMsdpedqbUssalz2t8lcsDQyGzaOdKsGQjvILIDEQn906SqlA9dcVfhP6uXIixaKZeJVMCyXNmmKWXz5fxKhGntr6dMcO_Z7-mJ3NL_FtanZUyNQA0oZNZRcGtqg_eCVJl1dn9c8EtvfnVNkzYDzV2cOC3CoFClYkC6xmToSvzWneApiUcWXvYHols9rwnCOdPIujgHxuCQKYghNH4ulDQaH-STxlVU4JEXz7CeT04_A3qYNLZ2y9E5pIW6W2nr-_t_nrZlXs3CPhFWOYfHJ3aKfJjeCHg4m4oSXr0xY-86-N6F5JB1R_tHi7YSx4F6H2cTel_t0DYNuB7PwxoMtu8AlVq6yGGtq24sDErbg11Ei6zljWzAqqIxW7lh8bu2APC1kbzRoDvtjkLBhqzayEvAu10T9uXP99d10ArUTIWDzVhRlhZHsn_Z6Vdm55Xmxpfb5AiLJPe8HIdUvU4vIz1B2mfbaAu0hrnvGoJ22qUmHNGbibJQr9B6XhssuaLPobh9xmmUnKfrWx8Bq2HKSa6xB9GT7E4mZZ999K_v4Hi4rioCaQk8RCuYfzSIrYSS2TduLTKPFpzy0DAydhPQRLkUEpALl-g28gNRebU6Oo3fwa5pzOx9IHpUiAgEM3xrmeO897Yi9FrxFfmkm1OH3zkqKrks6vkC4dHul9MvovdQN-2s4-4RzH-gLaNKhpakB1TPFxHKBvP_WD1oaOgZloAe_G2gfPc1YWdR5pJSpni-1NnWvzCwnUKpAg8Gnkon3DPZXffCO_OnrLz4DDnyPQdHIM0tz_kAsQibH9ol1Yvy-jmmtdbERBe_y81yly-gSiJhxJM267IQyW8elKoF7Xo_7yMhDtuT95h1ewi4GLcELok&reqid=AqRDDx3I1Y0jQs7B&type=CLICK&pos=4,4,-10%,,dochoi
4,"Xe lắc cho bé, Xe chòi chân trẻ em hình ô tô phát nhạc đèn sinh động hàng cao cấp",248.000₫,https://tka.tiki.vn/pixel/pixel?data=fCEwGtOt1QkJ5nWDib7oM8JrIfaJxK1lf--GeyShjvY-_W7s9xgFuFBBWKCBXy_KaAqP2OhrXUG-gATmzTGHXlWAtUn0m5fr5FM4CQpg1Xf7bDkILCKNiMae2M58JRc9xKRp2Pr0E-cXLHrfeUrG3fSbfIVRcZl2gN22-cHhdI_F0wpmbaoGfwqISm0xI7-0sOfnvsRt_kYjckS1bcQxfgW-3tNIDHcRaJoAeejLvyue8KXAxDs8CCRKC2CEKl30CBZo9YtZ3kC24boMzirdd6tSoIwRftx4xbTdJGzfm3QhEANKbwEPyCMvk23Q_LsMNFQ3FliXIIzEYI2LknKw665P9PunX1VNhEBy-9WgvKdBNMtNoJaDHWslmetljFRrUu4_lcOP2eiawaHDS2e0yzdOV5NINzHg5NE70Fgsk9m1jNVklNyA2cL4kWkB2VWRXJmUx6Oix8JswIfXqup2DCl4Y7JsSWlb-HTTzhn03J5eUWsyTQxx7DMWw__EftFlUg0fj0bTheNseociEtvIIyni8_6wTr6tKpeZK6LkAHGazg2M3p-MXqzSgdxYSNaVLLCABQ3IdOKoRF6aXjzF8jVOzZHvru6wImk9LJ0rdJdMfjXBfeuklefNCLqbCOuZrK0aK6RLUk0aN12-kJBQpfImtAVHKwy_RwCQ7znHRYMXH2uZMqQ2Q0M9ISJ6CttOnUe7mPtXFpL3Oqyt3OPwvF749NkkRuogBMpzAYpVjoiBbQ9yNEdbCCZZFazFYBS1f0ZPQ8iEt75ket1tpk3TOSDJP5OcipxfngcwFDHVPFKx5EX44VVcdnkE3s4AM96ZLFp04-hrymNegG6OtTuIdLnbM4z52YWjakGUuzsZAtQpbWYl7k5uE8z5sz0DccwddV9xgwpZ7tB0aZJNrZh3lX3niVYN1yB6oR1300i2NXkGYsS3N8kivHOR6zW4yXfEE6LxOIQXIKPkdHJQ2pNKZb3E7B86pC8PyCm_TAMabFJDku1PcANZjGwT9kl7ncQK0xyH60PiTeKHO0J3GO359StX5pUEwIVVS8A-H91TNn-dSRCT3nNWV07qd4qhp_cR_r3EcOfqh1k5TpQiV7IPQrNUgD1nrB2L-J3j-ANsL1W3ASpJ8NIbT5V2zA_kM3g2BDBgaAWs5k8M0jjRLTxYxENe8NiF0N63EdzkrmFSJ2a50RTxAWmeLH506vBB5SK-OBcFvVtY9tyB3T3NHfdzNJKe3dI7Bis3cTZQt-TWZYxj5P-W_cbZEl0BBE72Gu_cX4HwFHSnyVQ9gPKmy8HpMxPieg&reqid=AqRDDx3I1Y0jQs7B&type=CLICK&pos=5,5,-6%,Đã bán 533,dochoi
5,Xe chòi ô tô cho bé - màu xanh dương,189.000₫,https://tiki.vn/xe-choi-o-to-cho-be-mau-xanh-duong-p45297098.html?spid=78911443,6,-5%,Đã bán 353,dochoi
6,Xe Chòi Chân Vận Động Kiêm Xe Đạp 3 Bánh Cho Bé - TẶNG 1 CUỐN TRUYỆN TRANH,189.000₫,https://tiki.vn/xe-choi-chan-van-dong-kiem-xe-dap-3-banh-cho-be-tang-1-cuon-truyen-tranh-p56187954.html?spid=58469273,7,-10%,Đã bán 304,dochoi
7,"Xe lắc cho bé, Xe chòi chân trẻ em hình ô tô phát nhạc đèn sinh động hàng cao cấp",248.000₫,https://tiki.vn/xe-lac-cho-be-xe-choi-chan-tre-em-hinh-o-to-phat-nhac-den-sinh-dong-hang-cao-cap-p203472603.html?spid=203472609,8,-5%,Đã bán 533,dochoi
8,"Xe lắc cho bé, Xe chòi chân trẻ em hình ô tô phát nhạc đèn sinh động",157.000₫,https://tiki.vn/xe-lac-cho-be-xe-choi-chan-tre-em-hinh-o-to-phat-nhac-den-sinh-dong-p205841073.html?spid=272054869,9,-23%,Đã bán 185,dochoi
9,Bộ Cờ Vua Nam Châm Gấp Gọn Cao Cấp - Hàng Chính Hãng,148.500₫,https://tiki.vn/bo-co-vua-nam-cham-gap-gon-cao-cap-hang-chinh-hang-p272111908.html?spid=272111909,10,-22%,Đã bán 37,dochoi
