title,price,link_item,discount,sales,item_list,category,revenue
Áo hoodie nam nữ form rộng Unisex một màu in hoạt hình cá tính Hàn Quốc – FORMEN SHOP – FMGV034,179000,https://tiki.vn/ao-hoodie-nam-nu-form-rong-unisex-mot-mau-in-hoat-hinh-ca-tinh-han-quoc-formen-shop-fmgv034-p71909603.html?spid=71909607,-10%,925.0,aohoodie,thoitrangnam,165575000.0
"Áo hoodie nỉ bông unisex Homies liền mũ có túi in hình UNFL, Áo hoodie unisex nam nữ nỉ Unfl Studio video thật tại Shop ,Áo nỉ bông ulzzang unisex nam nữ siêu đẹp, Áo khoác Nỉ Có Mũ Túi Bụng Phong Cách Hàn Quốc",100000,https://tiki.vn/ao-hoodie-ni-bong-unisex-homies-lien-mu-co-tui-in-hinh-unfl-ao-hoodie-unisex-nam-nu-ni-unfl-studio-video-that-tai-shop-ao-ni-bong-ulzzang-unisex-nam-nu-sieu-dep-ao-khoac-ni-co-mu-tui-bung-phong-cach-han-quoc-p146265626.html?spid=146265628,-30%,143.0,aohoodie,thoitrangnam,14300000.0
"Áo hoodie nam nữ form rộng siêu xinh , Áo khoác nam nữ nỉ có mũ phong cách",110000,https://tiki.vn/ao-hoodie-nam-nu-form-rong-sieu-xinh-ao-khoac-nam-nu-ni-co-mu-phong-cach-p141309645.html?spid=148697919,-30%,23.0,aohoodie,thoitrangnam,2530000.0
Áo khoác hoodie nam nữ vải nỉ xịn quảng châu mẫu mới 2021 Phuongnamshop20 nj20,115000,https://tiki.vn/ao-khoac-hoodie-nam-nu-vai-ni-xin-quang-chau-mau-moi-2021-phuongnamshop20-nj20-p165995243.html?spid=270813053,-30%,2.0,aohoodie,thoitrangnam,230000.0
Áo mũ Hoodie Unisex MonsterX Gấu X form rộng 5 màu nỉ bông cặp đôi nam nữ Oversize Ulzzang thu đông,105000,https://tiki.vn/ao-mu-hoodie-unisex-monsterx-gau-x-form-rong-5-mau-ni-bong-cap-doi-nam-nu-oversize-ulzzang-thu-dong-p137947751.html?spid=242841156,-30%,3.0,aohoodie,thoitrangnam,315000.0
ÁO KHOÁC NỈ HOODIE NAM NỮ,95000,https://tiki.vn/ao-khoac-ni-hoodie-nam-nu-p131238555.html?spid=270143686,,1.0,aohoodie,thoitrangnam,95000.0
"Áo nỉ nam tuổi teen BIGFOX - MISS MEOW thu đông, áo sweater nam dài tay hình vẽ lên tường từ 39-51kg",155000,https://tiki.vn/ao-ni-nam-tuoi-teen-bigfox-miss-meow-thu-dong-ao-sweater-nam-dai-tay-hinh-ve-len-tuong-tu-39-51kg-p124239921.html?spid=124239925,,2.0,aohoodie,thoitrangnam,310000.0
"Áo khoác Hoodie Nam, Hoodie Basic Unisex Nỉ From Rộng NÓN 2 LỚP PHẢN QUANG 7 MÀU, Áo Hoodie Nam Hoodie Nỉ Bông, Áo Hoodie Nam Nữ Unisex Form Rộng Thu Đông",127000,https://tiki.vn/ao-khoac-hoodie-nam-hoodie-basic-unisex-ni-from-rong-non-2-lop-phan-quang-7-mau-p140865502.html?spid=140865511,,4.0,aohoodie,thoitrangnam,508000.0
"Bộ Nỉ Nam Nữ Thu Đông Trơn HỌA TIẾT 4 SỌC BỐN SỌC - Thể Thao Mặc Nhà Unisex, Áo Khoác hoodie Dài Tay Quần Jogger",120000,https://tiki.vn/bo-ni-nam-nu-thu-dong-tron-hoa-tiet-4-soc-bon-soc-the-thao-mac-nha-unisex-ao-khoac-hoodie-dai-tay-quan-jogger-p262687692.html?spid=262687694,,1.0,aohoodie,thoitrangnam,120000.0
"Áo Hoodie nam - Chất liệu nỉ da cá mềm mịn , kiểu dáng trẻ trung, năng động, mặc là đẹp",97000,https://tiki.vn/ao-hoodie-nam-cha-t-lie-u-ni-da-ca-me-m-mi-n-kie-u-da-ng-tre-trung-nang-do-ng-ma-c-la-de-p-p122762684.html?spid=132709048,,29.0,aohoodie,thoitrangnam,2813000.0
"Áo hoodie Fafic big, Áo khoác hoodie form rộng nam nữ logo local brand unisex 100% premium cotton có mũ 2 lớp dày dặn ulzzang phong cách Hàn Quốc",140000,https://tiki.vn/ao-hoodie-fafic-big-ao-khoac-hoodie-form-rong-nam-nu-logo-local-brand-unisex-100-premium-cotton-co-mu-2-lop-day-dan-ulzzang-phong-cach-han-quoc-p272161921.html?spid=272161929,,3.0,aohoodie,thoitrangnam,420000.0
Áo Khoác Hoodie SADTAGRAM BLACK & GREY (ảnh thật/ có sẳn),108000,https://tiki.vn/ao-khoac-hoodie-sadtagram-black-grey-anh-that-co-san-p199644868.html?spid=199644872,,2.0,aohoodie,thoitrangnam,216000.0
Áo Hoodie Nỉ Nam Nữ From Rộng Unisex In Dạ Quang Phát Sáng Hình Gấu Cực Hot Chất Nỉ Ngoại Dày Dặn (bear),113000,https://tiki.vn/ao-hoodie-ni-nam-nu-from-rong-unisex-in-da-quang-phat-sang-hinh-gau-cuc-hot-chat-ni-ngoai-day-dan-bear-p130029611.html?spid=148856630,,8.0,aohoodie,thoitrangnam,904000.0
"áo hoodie nam nữ, áo hoodie nữ, áo hoodie nam, áo hoodie ulzzang, áo hoodie unisex, Áo Hoodie Nỉ Bông Unisex Streetwear Lục Lăng ( unisex nam nữ đều mặc được)",100000,https://tiki.vn/ao-hoodie-nam-nu-ao-hoodie-nu-ao-hoodie-nam-ao-hoodie-ulzzang-ao-hoodie-unisex-ao-hoodie-ni-bong-unisex-streetwear-luc-lang-unisex-nam-nu-deu-mac-duoc-p75601328.html?spid=75601336,,83.0,aohoodie,thoitrangnam,8300000.0
Áo hoodie nam / áo hooodie nữ / áo hoodie form rộng / áo khoác nam có nón trùm đầu / áo hoodie cặp đôi / áo khoác cặp đôi in con hạc,59000,https://tiki.vn/ao-hoodie-nam-ao-hooodie-nu-ao-hoodie-form-rong-ao-khoac-nam-co-non-trum-dau-ao-hoodie-cap-doi-ao-khoac-cap-doi-in-con-hac-p81938009.html?spid=95002377,,48.0,aohoodie,thoitrangnam,2832000.0
Áo Hoodie nam nữ - Áo khoác Hoodie nam nữ Trắng chống nắng Unisex form rộng CỪU HỒNG nỉ bông ấm áp,88000,https://tiki.vn/ao-hoodie-nam-nu-ao-khoac-hoodie-nam-nu-trang-chong-nang-unisex-form-rong-cuu-hong-ni-bong-am-ap-p147931665.html?spid=186690618,,14.0,aohoodie,thoitrangnam,1232000.0
ÁO KHOÁC NỈ HOODIE GẤU NAM NỮ UNISEX - GIN STORE,114000,https://tiki.vn/ao-khoac-ni-hoodie-gau-nam-nu-unisex-gin-store-p89266198.html?spid=91534173,,64.0,aohoodie,thoitrangnam,7296000.0
Áo khoác nỉ bông cotton dày mịn - hoodie form rộng unisex slake- 2N Unisex,209000,https://tiki.vn/ao-khoac-ni-bong-cotton-day-min-hoodie-form-rong-unisex-slake-2n-unisex-p156000684.html?spid=156000688,,17.0,aohoodie,thoitrangnam,3553000.0
ÁO HOODIE NAM NỮ IN BƠ AVOCATO (NHIỀU MÀU),122000,https://tiki.vn/ao-hoodie-nam-nu-in-bo-avocato-nhieu-mau-p164986953.html?spid=164989319,,3.0,aohoodie,thoitrangnam,366000.0
Áo khoác nỉ bông cotton dày mịn - hoodie nam nữ form rộng unisex dấu chấm than - 2N Unisex,209000,https://tiki.vn/ao-khoac-ni-bong-cotton-day-min-hoodie-nam-nu-form-rong-unisex-dau-cham-than-2n-unisex-p176301614.html?spid=176301621,,13.0,aohoodie,thoitrangnam,2717000.0
"Áo sweater nam nữ dài tay phom rộng, Áo sweater form rộng nam nữ cổ tròn AD02 - MINHSTORE66",145000,https://tiki.vn/ao-sweater-nam-nu-dai-tay-phom-rong-ao-sweater-form-rong-nam-nu-co-tron-ad02-minhstore66-p214153022.html?spid=214153048,,1.0,aohoodie,thoitrangnam,145000.0
Áo Hoodie Among US [ HÀNG MỚI VỀ ] TRUST NO ONE Màu Đen Hình Xanh Có Nón Chất Vải Nỉ Bông Dầy Dặn Mềm Mịn Ấm Áp Form Đẹp Dành Cho Cả Nam Và Nữ,153000,https://tiki.vn/ao-hoodie-among-us-hang-moi-ve-trust-no-one-mau-den-hinh-xanh-co-non-chat-vai-ni-bong-day-dan-mem-min-am-ap-form-dep-danh-cho-ca-nam-va-nu-p75739871.html?spid=75739879,,49.0,aohoodie,thoitrangnam,7497000.0
Áo Sweater Nỉ Chui Trơn Nam Nữ Đều Mặc Được Dễ Dàng Phối Đồ,93000,https://tiki.vn/ao-sweater-ni-chui-tron-nam-nu-deu-mac-duoc-de-dang-phoi-do-p50602762.html?spid=59020560,,221.0,aohoodie,thoitrangnam,20553000.0
[VIDEO THẬT] Áo khoác nỉ Hoodie 2 màu đen be (unisex nam nữ đều mặc được),199000,https://tiki.vn/ao-hoodie-ni-ngoai-2-mau-den-be-unisex-nam-nu-deu-mac-duoc-p72193426.html?spid=74974864,,42.0,aohoodie,thoitrangnam,8358000.0
"Áo Khoác Local Brand Dây Kéo Form Rộng Xanh Rêu NEVERTHAT [ nam nữ mặc ], áo hoodie cặp đôi",157000,https://tiki.vn/ao-khoac-local-brand-day-keo-form-rong-xanh-reu-neverthat-nam-nu-mac-ao-hoodie-cap-doi-p271165896.html?spid=271165908,,1.0,aohoodie,thoitrangnam,157000.0
ÁO KHOÁC HOODIE. ÁO KHOÁT HOOIDE STICK NAM NỮ,101000,https://tiki.vn/ao-khoac-hoodie-ao-khoat-hooide-stick-nam-nu-p112990508.html?spid=112990534,,24.0,aohoodie,thoitrangnam,2424000.0
Áo Khoác Hoodie Heavy Màu Vàng [ TẶNG 1 NÓN HEAVY ] Chất Nỉ Mềm Mịn Kiểu Dáng Trẻ Trung Dành Cho Cả Nam Và Nữ Đủ Size Team Heavy,159000,https://tiki.vn/ao-khoac-hoodie-heavy-mau-vang-tang-1-non-heavy-chat-ni-mem-min-kieu-dang-tre-trung-danh-cho-ca-nam-va-nu-du-size-team-heavy-p75955335.html?spid=75955343,,69.0,aohoodie,thoitrangnam,10971000.0
ÁO KHOÁC NỈ HOODIE NAM NỮ FORM RỘNG PHỐI CHỮ,100000,https://tiki.vn/ao-khoac-ni-hoodie-nam-nu-form-rong-phoi-chu-p137220799.html?spid=155613338,,23.0,aohoodie,thoitrangnam,2300000.0
"Áo hoodie nam nữ in hình gấu le lưỡi,vải nỉ mềm mịn nón 2 lớp",89000,https://tiki.vn/ao-hoodie-nam-nu-in-hinh-gau-le-luoi-vai-ni-mem-min-non-2-lop-p204253282.html?spid=204253908,,4.0,aohoodie,thoitrangnam,356000.0
"Áo Hoodie phản quang 7 màu POKER form dưới 70kg decan in xịn, áo khoác hoodie unisex ulzzang quảng châu in hình ách cơ, áo hoodie nam nữ đều mặc được chống nắng, tranh mưa mặc đi đà lạt",125000,https://tiki.vn/ao-hoodie-phan-quang-7-mau-poker-form-duoi-70kg-decan-in-xin-ao-khoac-hoodie-unisex-ulzzang-quang-chau-in-hinh-ach-co-ao-hoodie-nam-nu-deu-mac-duoc-chong-nang-tranh-mua-mac-di-da-lat-p129228655.html?spid=129228665,,6.0,aohoodie,thoitrangnam,750000.0
Áo hoodie unisex màu trơn vải đẹp,98000,https://tiki.vn/ao-hoodie-unisex-mau-tron-vai-dep-p78555773.html?spid=78555787,,6.0,aohoodie,thoitrangnam,588000.0
ÁO HOODIE NAM NỮ VẢI NỈ POLY DÀY MỊN CHÉM QUẢ CHUỐI CÓ KHÓA KÉO Áo Khoác Nỉ Hoodie Zip Trắng Đen Nam Nữ Unisex-Jins Store,109000,https://tiki.vn/ao-hoodie-nam-nu-vai-ni-poly-day-min-qua-chuoi-co-khoa-keo-unisex-hoodie-nam-nu-p117900778.html?spid=117900792,,2.0,aohoodie,thoitrangnam,218000.0
