,title,price,link_item,index,discount,sales,category
0,Áo sơ mi nam dài tay kẻ caro trắng đen,159.000₫,https://tka.tiki.vn/pixel/pixel?data=wGk4uYl2EdNblk8VMb14lFC7tbeB9jGBbAYPMMmHpNT1SsCaKvx0rryUofoKXaAPLRudprXMLs4jgyr9k2NBbJMwYeV9NoCGrhTqrgf2o55wLHlZfH2HtIo-VdCgMPw7EuJkQ0Dezk4s3PD0D5_eqf8rimTXfmCu8QUcUmhKIygv7xolO80_7gPYfcrfrpRD8PNMImspRRdDTKVc5nhfAKWpaUE_SSm1p7VZSj-QsIHGRm-BzWwp3WZLdkkL9w-88y9m1CxpXL2wXb6HKg9HnhNwccnsWQZYKXeuieVZ1zrPEVrSqQeo3MDlAhUSEpERd-HghX7eFwxqUNgrshBqHh_OwShvQPbYwu55_ZJZ_YhRLzbd-K1y42TSYwR6Xx7LnOinQ4v3gSxaewzI7SsB5HXJ2-lbV8aHBRb9BLpbPMrYOCQK04lPECcqXDiv_FdJt91K6YLaCmMKXQuNN-JLdzNy1WINZxg_gzMwqy2Y6FoPOKc4hbunTZK_unczZD2_T_vgqIbqfQLzCFICkb80S8PCRwwaXoK28HjUZDhB5Lh8f4BIR80FQWiDyHaawYj5QZvfdLtnLRNOL0z_2Ja0JfFtPbAeaYT-Kif4wNZpyyBDJj_6-xk75GLWZLIy9MZgOUgCrD6D8qayjZoQbVeUPNEo0xAxrNzWkXBV0cYKeFToFlmAunat4s15r8JX5QyM9s-o0fCtJaEfoEuthLGz13VZ1mJij8CEADy9mCkh9AGjIXZ96LjI7xZkKtJ4z4ygm211jDm2N2H6QpSHvoq4MG2yCoevAJcvR7kPp358ZgW4rpqEi0mhmj2aW0KSEgtr6Xtd1QorAk2xtN5gfP9z_ek71j3XvLJnr8IR9JDQNX7jnOtULrhh50nIxq5hEBqTSDxuCABQzwFEAKkUWIRtkmULL-SdqqkeZVk3W23LjHeVnkK3jc7aAUXLXKbD7IpSKbe7Jx1JkXxWn7nv8_bfNEZ6fu2wz_Nj6U_y0DF2-EN42SGtDbHP8Yzeva_rTJ2m92KDRPhI2JVydEhSM-Glk8JwMMf8oYDBO7PfnX4&reqid=32dQKz0sYjOqmzWx&type=CLICK&pos=1,1,-41%,Đã bán 14,aosomi
1,Áo sơ mi nam dài tay màu tím,159.000₫,https://tka.tiki.vn/pixel/pixel?data=xYxG7KA8S9Z6RFezEf9KC_rglxiFRF5m6bX81u_5WidljfnKJRj6jJCxeeTsMeW7ZJtsru60steuhSI3fXTWvq0Mib31lfcgYefcd7f8rRPUMDCROCcgmeOu4odKEHzs4wVT6inv1lnqwPBGvRL_w5CjWRkraHKmzyGD-h-lXY-1w1BJZR_cKzn1Q1-oE4qpNYXFVhDGAkWtFD45ht3LGLciK6r4zgkID55kPt1Nz4Vld49j6SuyHrR4RtH0yEiItfn0hKINEMI7frydYT0oTZvECsyr114jSSF2dBKf-bMjrdW5Z41t4eJzvkeaFgLV2cQso2AF73wwxb6sNtVY21DdXpBr10zdhtU1X2QbbUBKbwBVT8XAJnIKlOq34GG1D6EFSyEbh7Ner9v2hdXnr1w-jZf4S4cnK-m9q_VUrWKXzf2AfidU_hDrqRd-p6vAM_JT1QfVPBszbdcf5kYmgC-dm55guvURak2BLQgmmo6e0pr1pJ4WCvKT8XouLz239Cl3pGWgPpAod-n-LLABnh9hYffkOiHidj0CY-xHWZH6qDAweSFTvgW6YtyvHS92Sd2UBwyq0Vx9zGWWN3D_amZmGHTbqCMKi1F6xRRjoe62dJckgrKBu45h_3ZWtMgZ3II2Tkbsml6UTdTMRRJTdyyVCgF1LhvKEBtKJe7rbak7YYKQ3KrAC1v45qnB3VKLyT5-4Bw2S5Pq94zGcANRjspY1sKeNJZFekrNr4fLVINbUWladdvWDFbxQhHCdovIM0gA-sg1sKZjEUgv0DRY6K2I0fa4jUftA0Xom52awslVd3rCsZjv0F-OKho6k1KtTRUL8z3FCBFi082qDn4kK499POQH3Mshtn0uuOelcpE-3AK5saZ5h9ijZzAamf3IvLdSDiQL2u-b3uJD8smbQMIIx0sOASmEVguuB18gfKYAqSJpEUW2S27K5cxRgWeEdT52pW9Ah3t_xhs37buK2r83aa9k5btDJU8TKuB8dw2UCtbI907mvcrKX4IBJKpzrpLZFA-H4idHtC87keFli6TGtpehF7QfcFnddlY&reqid=32dQKz0sYjOqmzWx&type=CLICK&pos=2,2,-35%,Đã bán 23,aosomi
2,Áo sơ mi nam trắng chuẩn soái ca,159.000₫,https://tka.tiki.vn/pixel/pixel?data=qDJK40KrNPkQQHeKyDZttfeHogMjUiK3v80wcfmb5OslO7w8uaRqOhbr98aaY2q3YrIYxEEH5HzgvOFKVrqxrL0GqSBFjcTkJCYbMoHIZjt0Bd2bNCDzCT-QMYUWKY136U9gCEmtW-tTGLkQkMYJyD36XKxFv4apUinvo5AUb95Ycx-UD2ZGwlVy3vzC-CyFgKRZ6_ix-hn7pXjLSjNx9ph2fOaUKjAHvCExZlG1MNWzbRmtM-S1XOoXQvYfte4YDD6ehjawPwUsu3r4QtY5SB7C07TmNgcL27JWAmnHeclfO9m_sP1O1cAYimNNS-GcSN-HMpzTWY0R66Kl77bijPIOO60CuZwuE_7ToV0HwwPrmin2wreCN5TYpR5ckFHlzxO3nOWNbU6htvjVXLLH9GiC9I5PPUdSAhzdj8Sj60M2RNobGDtVvzQk0FTFhLHuGQbEAE7np5mDaSxy6w6vKtkdsRVEzeDNePaPr4HOXRPgPUT9IV7DLiZqnj5qloudoCu0lw6Oxi7Y_UCuVZ_DM6YkchaC2KHIcL0dmAFdupuql3Sth2bY9L_ahvdVN1VC0nN9diadTOtAOkjzStn59bBbWc7_bl9C8FtzGsVuUgNAiCvBmHjqEUsN8tnNe-5amiqmF4lRhHZeb276QtJXg55BEveoYC_em5eL_rkG6-I1cySES2AmNRHlucRe8vIjUBD1WAeT1iSUCTBHnOfDZYwv0nyIfGP0EgudnVpIsa5WuCtW_xgBdDuLJSgh9LzKjWG_BuUHMdqoNsJY_BX2VWtxLH844infU0d3TXJvL5FUhw0EswDioThPzDrfRXcOk8pW3edJzawZyFUsIQ2Rfo6tKGX4bXwVxEe758OR_QSY8VaU7MrKgYJ0_406kdNHFLiIvwKhAkpF_4FOlf6GdtxPBL3V88nCa7kuDhOTA-tQXmSCz45BtE8dv3dosKNOdSN-bPJ8tIa-PS-bgAumRPc--Z30V_0bW9fJNJDcX4mtpq_Qk-ZIZyzgOPV3VRap35zeR_66yDJlxEe8GR6xi9oWed1tmOrOVKkqb9Yas9l2&reqid=32dQKz0sYjOqmzWx&type=CLICK&pos=3,3,-31%,Đã bán 38,aosomi
3,Áo sơ mi nam dài tay vải cotton mểm không nhăn,108.000₫,https://tka.tiki.vn/pixel/pixel?data=vqzzIdpRljN5tqb2b0vJiMKuAKK-ZOEYOHn4hjIfQ7JxhMhRsyWCCMYqI-lHb0o6u3aisb_vzvlHGrwJHFHIOr-hTUQgJregNFvdmWGFnOe65jbMmd5YMkhWAPdGrFEVZOPVwjuWJ47UdifimjWCYqeurdEiAif3yl03EWiMUp3FjYyFC1m7D9CPgdNby2M7AK6BxNoPphW0KiT12Fv-qemrJZ4n7XtxpTdYXtfth4ozTOoTmTPIt35WdqaY3JvAPBbrZOCLNG63gBpjHmiC600Uq3p-gIxLZrRj6e7XKtncMu37YAS_ja_ZYKBbcml3hdjdTgQ4rMvCsu79Aoc136v8qd028XA2EK4x3v8LBsMJ0ssrO4_PM5Qrh0D6RoRLMeg5Q1RAY7JQB7uSYbEcSmWLmTp5rhCAQuK4QqwZl5aEe2c1vVFN6HCRBeMSkOqtrvZpXwhcsF4BbHQvspfM58UQL28Ft9gmUn3mnk_DdCLsrgJNQN6UPJVYj6-ACuRf6PXB5BvpJ18A69GG-yCgOwcmdF4Hfioq7YAQ19_dPjJYGRHBQWPxdQFJgs29coOBlqwqeeBIL12Ooz2PUQ1jBcLSVkBM7mD7Fuuf7NPv7YTfMprORWQ2anjoO7KSHFY-hfH6ESsu7fzfMCV6IrOPiidFrVpI8C3eUoLViBf9pvZ3G6RzaE7h5MYPrEZu2GlZjfnI1-IVY9pUuPnjzQbogKj2EXw5eyW0V2HCoPqy9ZDR1U8dIe4PN2XgaPHSN2ONEjytTrYQTdE6IIamJlI88HpIDtx7k8x4r74PGoHscRydyBld2nAUWp2YSJGe7X_MaCOTjXreBDdMmpSFGcWKSEdEwCSuF8eIIyoG0SwfV8ivgu4wXsKOmtacdPoo9wlth-zx-89jZOCBq9BQNl1J7JbdB5Dty-v8pPHBJn-rbOJ_w7o9dXUT4cO0X5yBavpfWgrP-4Wzw2v9ue3F6ggxR2zfLcS2VDV8S22BUIFJ-xrMzO4hSdUTM--dnZnMJZJjakNx0NZN0_vUhonNDRodErdPvdUkPVjYHhY1RuDj6xTgYfou4Sv_CQwq1NIt1c0&reqid=32dQKz0sYjOqmzWx&type=CLICK&pos=4,4,-41%,Đã bán 15,aosomi
4,Áo sơ mi nam cổ tàu kẻ sọc thời trang,159.000₫,https://tka.tiki.vn/pixel/pixel?data=6b7qqajfnwyULESAfcuWpGTH3ZmvHwm4CT5q9CM7owy0B_gf6EXqzUuHhDa_b3Usg6wDikzYp8jmPMLZ9SeLIq4053-GIb6MOLzm891bHcwYGUH4otaJdzK88jHLjg1u617d_V1c3p_KzDkfBXqUeArpPL5WNe1UPeVjeCDihSfxGYIfykf1y-e4hs4Esc7rYg0RJMiz_gSODvM64OrIOGZ_mI9CK-KvMYM3NjOVz0atjjzD6GKK5CmUjgsJp4e4Pz3VM9_ZtH8-LIGp0xB0OvjbrQEG9f3s6arhufEdRMpZmDbsKJmJxhntKYCYOCiR3-FYmrEeiSMdhgbnpHZegcVkiZrA5WCCc3u05mmC164gtQXPIG08l5kUtKLatbFk55WPE6HfER7-X24RCrHYcZUcmPdC8JKcB9OPuwTF-kbHt64yl6RogPEfKFFJV2dLh7s08IwI1wuUjmJaeNlKrXLz5-QrDW5ggnEjvDQ7FzLP9m_JBfGlP820ynfFK2lxMeEZIuIauKhelpXAxQW-98FcBesULaUa0lQuMCe392ZP5iGvIbpjTSLxIsfuB6XMaLp6ig6Pno7T0Y1N4CnyYEBMggbjeLht6VE_Nb7zgXajvLn0B0Po69CGW71onDOd8WMi_UZQz6Fc_TWmlzx_8QuW6JuxGw5knlbDjFcPrG1rQgjJQMPoQ7n3AqfbHqyQz6T_HGcD9Tx-3EXJtH6nz3BBzJAwV7dCgpJqCFwzDsZ1BBagwnzKyRzKoLJKjB8bRi5JBegBnjMkpMYFG-_CUXwyyEI15XvAagvGkPIgc41qEFIEwmiJuFeNXleTlJ3W7G7YWF-y3cucl4tkRu3bBxHJzaFsg0ZGXapQc92LFST__xyNEfWSGYhl30cA8stJTiFltjyfQFQuFMCDxDeRMuN9Bjd8ePVsLouB22ACIUbPd-cpiAXHwp1M9WT-_u0GlMgGzpfejAN-_GfMejhSYorp2MmhhsUy8TrfdLt6vFtB0PqS2Zk7u5nZG26HHnUtfTziDdPqmYo0TvuNBMR1dwgnTj_jC5alHxo&reqid=32dQKz0sYjOqmzWx&type=CLICK&pos=5,5,-20%,Đã bán 33,aosomi
5,"Áo sơ mi nam trơn tay dài cao cấp Lados - 779 chất kate lụa mềm mát, thấm hút mồ hôi",139.000₫,https://tiki.vn/ao-so-mi-nam-tron-tay-dai-cao-cap-lados-779-chat-kate-lua-mem-mat-tham-hut-mo-hoi-p124635780.html?spid=124635794,6,-65%,Đã bán 3.2k,aosomi
6,"Áo sơ mi nam trơn không nhăn LADOS - 523, Chất vải mềm mát, thấm hút mồ hôi tốt, form slimfit",116.000₫,https://tiki.vn/ao-so-mi-nam-tron-khong-nhan-lados-523-chat-vai-mem-mat-tham-hut-mo-hoi-tot-form-slimfit-p126146318.html?spid=126146422,7,-35%,Đã bán 537,aosomi
7,Áo sơ mi nam công sở trung niên dài tay trắng thương hiệu Anton- XA12,225.000₫,https://tiki.vn/ao-so-mi-nam-cong-so-trung-nien-dai-tay-trang-thuong-hieu-anton-a12-p162148842.html?spid=162230267,8,-35%,Đã bán 208,aosomi
8,"Áo sơ mi nam dài tay công sở dáng ôm sơ mi nam trắng cổ bẻ vải lụa thái chống nhăn chống xù, chất vải dày dặn co giãn nhẹ, size từ 45-80kg, giặt được máy giặt",69.000₫,https://tiki.vn/ao-so-mi-nam-dai-tay-cong-so-dang-om-so-mi-nam-trang-co-be-vai-lua-thai-chong-nhan-chong-xu-chat-vai-day-dan-co-gian-nhe-size-tu-45-80kg-giat-duoc-may-giat-p73667065.html?spid=104234690,9,-69%,Đã bán 135,aosomi
9,Áo Sơ Mi Nam Dài Tay Vải Lụa Chống Nhăn,109.000₫,https://tiki.vn/ao-so-mi-nam-dai-tay-vai-lua-chong-nhan-p67294572.html?spid=67294682,10,-51%,Đã bán 238,aosomi
