title,price,link_item,discount,sales,item_list,category,revenue
Áo hoodie nam nữ form rộng Unisex một màu in hoạt hình cá tính Hàn Quốc – FORMEN SHOP – FMGV034,129000,https://tka.tiki.vn/pixel/pixel?data=kFBrn5ts6eb4xaR1HGbP-LLWkP9wNaDzm7yS5tlG5djKW1-k9uQMhs_yBLz_y_8qwWMxmVo6hVvoTlSWvenDClCXedrWJMTNvjCkl8AgxJOA_OvUaiMAY0_vDdQ8QO_PSUyS94uItJ5ckcglA9ZImgmk_AtzmNj1jf30K4oRytY_AXv30ZqdPVOlRUCsvIX5wzuI3seEXnKl9-lBUWLLk-jst502eykPWn8joKWzvTU07rkajmJ4NC-4sy8K27cp8H7XMa8YUxHIUvrXO5x1MrBkEzEvpD19bF5eXoogUytDW94bQMcuvwaShyfmI_GxyF1Y47WiPjJxpE38N6FxnsdcThguGgdihGmN7uYvR83K3_zE03EU6jXZm-RNT_DW1dHf5CUc9MP1De7KYIovw5EP9WLF1yqWm0KpD57iJknwa2whWueoU6gW4OyEenRwjTA-HoISTXzPnkblYiE9G3vJxttcGtJLIoX4q6Zn42njE7pJojXwmJ-pmAPv27zELGPjP9utNquJbKG2JjKaKIeyNAIcu2whAjMsCiarNVytB5GY2CXSn54_qJhbsAkGowoQ7rlSP_N26McoW50YPQ22ouBAKbK3iUzz_IdM64aowrIqQNcZb7SXpew88NFt0nuVgIHyjpqONSvlAxc44FVhmGAEGavg_LpV97WNmz_Rd3xVwZY9NTo9KakbC2AUlt3xyjVAFicioim6qDVH8Xe6y9YezChCDiaBGYIUnRBGbK0jvP6ZUjNikBzgTJJPKPceeLjvW95B08DwRStFdrEv5cINy5Drnvos8R9u8_hhZIxG_ErH6DY3178V4rszBnLmiufTeOOzfqDuBASfkB1kGAb2LSbRllNp4GfuUmhc9hFEApYT3KzBOFWX7WuRQbMDc_o4Sj7szoY5WUJrFwVnGn6HAjgTF5yprmpJVccd3xUANqeetOBmghIjdy25S0kzQNFOdGJzTKhHt5ecL2Go5tCJpll23C-khQEgmd7xFT0JJ4XMSW4nQS1FWZKh0ChLmFIILD9pFAQJRwQLhb7A7JKdxl_ksGRNuk8ZhBR6pse8ED8g2g-ZxatTUjHjkWZAp1duxFwEdg&reqid=EvkUxVhBJ3ZPMvSW&type=CLICK&pos=1,-35%,923.0,aohoodie,thoitrangnam,119067000.0
Áo hoodie nam nữ form rộng Unisex một màu in hoạt hình cá tính Hàn Quốc – FORMEN SHOP – FMGV034,127000,https://tiki.vn/ao-hoodie-nam-nu-form-rong-unisex-mot-mau-in-hoat-hinh-ca-tinh-han-quoc-formen-shop-fmgv034-p71909603.html?spid=71909607,-36%,923.0,aohoodie,thoitrangnam,117221000.0
"Áo hoodie nỉ bông unisex Homies liền mũ có túi in hình UNFL, Áo hoodie unisex nam nữ nỉ Unfl Studio video thật tại Shop ,Áo nỉ bông ulzzang unisex nam nữ siêu đẹp, Áo khoác Nỉ Có Mũ Túi Bụng Phong Cách Hàn Quốc",100000,https://tiki.vn/ao-hoodie-ni-bong-unisex-homies-lien-mu-co-tui-in-hinh-unfl-ao-hoodie-unisex-nam-nu-ni-unfl-studio-video-that-tai-shop-ao-ni-bong-ulzzang-unisex-nam-nu-sieu-dep-ao-khoac-ni-co-mu-tui-bung-phong-cach-han-quoc-p146265626.html?spid=146265628,-30%,143.0,aohoodie,thoitrangnam,14300000.0
"Áo hoodie, áo sweater thời trang unisex, phong cách năng động, stye hàn quốc - FORMEN SHOP - GV",190000,https://tiki.vn/ao-hoodie-ao-sweater-thoi-trang-unisex-phong-cach-nang-dong-stye-han-quoc-formen-shop-gv-p207343688.html?spid=207343698,-30%,10.0,aohoodie,thoitrangnam,1900000.0
"Áo hoodie nam nữ form rộng siêu xinh , Áo khoác nam nữ nỉ có mũ phong cách",110000,https://tiki.vn/ao-hoodie-nam-nu-form-rong-sieu-xinh-ao-khoac-nam-nu-ni-co-mu-phong-cach-p141309645.html?spid=148697919,-30%,23.0,aohoodie,thoitrangnam,2530000.0
Áo khoác hoodie nam nữ vải nỉ xịn quảng châu mẫu mới 2021 Phuongnamshop20 nj20,115000,https://tiki.vn/ao-khoac-hoodie-nam-nu-vai-ni-xin-quang-chau-mau-moi-2021-phuongnamshop20-nj20-p165995243.html?spid=270813053,-30%,2.0,aohoodie,thoitrangnam,230000.0
Áo mũ Hoodie Unisex MonsterX Gấu X form rộng 5 màu nỉ bông cặp đôi nam nữ Oversize Ulzzang thu đông,105000,https://tiki.vn/ao-mu-hoodie-unisex-monsterx-gau-x-form-rong-5-mau-ni-bong-cap-doi-nam-nu-oversize-ulzzang-thu-dong-p137947751.html?spid=242841156,,3.0,aohoodie,thoitrangnam,315000.0
ÁO KHOÁC NỈ HOODIE NAM NỮ,95000,https://tiki.vn/ao-khoac-ni-hoodie-nam-nu-p131238555.html?spid=270143686,,1.0,aohoodie,thoitrangnam,95000.0
"Áo nỉ nam tuổi teen BIGFOX - MISS MEOW thu đông, áo sweater nam dài tay hình vẽ lên tường từ 39-51kg",155000,https://tiki.vn/ao-ni-nam-tuoi-teen-bigfox-miss-meow-thu-dong-ao-sweater-nam-dai-tay-hinh-ve-len-tuong-tu-39-51kg-p124239921.html?spid=124239925,,2.0,aohoodie,thoitrangnam,310000.0
"Áo hoodie Fafic big, Áo khoác hoodie form rộng nam nữ logo local brand unisex 100% premium cotton có mũ 2 lớp dày dặn ulzzang phong cách Hàn Quốc",140000,https://tiki.vn/ao-hoodie-fafic-big-ao-khoac-hoodie-form-rong-nam-nu-logo-local-brand-unisex-100-premium-cotton-co-mu-2-lop-day-dan-ulzzang-phong-cach-han-quoc-p272161921.html?spid=272161929,,2.0,aohoodie,thoitrangnam,280000.0
