,title,price,link_item,index,discount,sales,category,Unnamed: 0
20,Cốt gừng hạ thổ săn chắc eo sau sinh Wonmom 200ml,220.000₫,https://tka.tiki.vn/pixel/pixel?data=li39Ko9gkQeiPaRUMaJOzm1uzz-iVQyxIfVhwva8UBjr2N5vtgADeRgqbPJpFk7kodSMGodQMOO-6z7n1Y2zdPn9dR5ut4aGXap2t8Idt930OGNSLdDmh2nmUX8DDTiyAFypiuJQG2EqDGG4-Es4u6Xm3DBDS27ZnSpndvRzpbxyKfi0AgkutFxCYmJAnSR4TT7SmpI4NXuOdsv8GntiSGf_3KcDMk5lfl52NoZORWMgjCnIsVbU8CcDPBV9-d4hzW2QCI0ZE68TdqzbrBOlaYD9Bx7FRhAFy8LfCqETcP9bgNCF4ch_6MXvRkOvwmykSWifBI00H0z2ohGLNAxJ5shafpW0qnYtqrarLJtAJ7qFiScDUAEu_Vgd1WKUjW37CSYoHCvzk5ZstuGFkIgVj28lqDoI-StjCedLBUlqkPTdoZKa3z8xUA1Q2Wquu6vHuqpCYIr-nZOsRAnwzi6_uyG0gB2qHE0HPfxIsGyCaFWp1_VpsxNOrRu7qXPdY1EDZzbbyfFOECdL3SR-fefUnOQcAzMbMxTtRqARruB9fdTt2LeZDPMC3lqRnnVqTt7McREW7WFZZsWBp6sVxvYxQJBe0etUDesfYTy_l6dKze8hj6BW5wxbPh1ZGag6aUi7q9bQadEi_Ivbao_gCvk21CPNO-1lpChGqWJ3ZJR9UBnvKWemOo50imknnlFXrx4PHKq3-K7dwlgIy8tGKrYbmaTyLTHBn3Jxzozmc0z5A21hxL7_RmLsPpyfuAskggFaZiDUM2jITPO8p1rqYrR0X9UYztYyyNSaV7m4-nz2yVk0Y6knxtijW_gh26vY2PGkSQW6CUsman8k5hQGz2vlqgeRVKUTNMtAtuOzD4o5QNl_yXU2iYFdSi8rkRfV9NQcDZng_daRokXXo9Bm5ENq31n6LorVZjg5SiU9PvoTnhhDrG6MrfeKeflTSZ9edIi1ggEUF2707B5YbxZeQUuO7wH8TNrCRzbN032_yEkUkmbg80PPslN5DIk2HOtEBL9lczFc4ct-PD3oeK5ImatQ_LSCgWZ5Ma0ZrT_mvhlUC38TvOPZAK3L2BEpVFWQXtQNd5SdCjycv5KCGRrcaJ6x&reqid=Sc97gpVLcdcbIc2y&type=CLICK&pos=21,21,-20%,Đã bán 55,chamsocme,
21,Dầu gừng thảo mộc massage tan mỡ bụng sau sinh Wonmom 70g,163.000₫,https://tka.tiki.vn/pixel/pixel?data=TchM17d358GzYs2ebJBj0f5_JrMtei8wW2axG61jCNXcYe7h-r6FzaVU3rc2_sx0PkG3HcgjKGrPaPgaKKAPcUvGsKLSw6uRlhJOz7Q-QS3oGTX7mSgSHsCnnR5VUph6QRx6lAUORyhm5oExfvQ4wI_1Bq1AAHNtXKdp_tej8YsWJJaAnVPqGgFBQjpUxz3TNp3aG8OpOg05ALAD6zZyyf1rNN5y93nBARKkLaYJfeYooicLYbNA2s6PSEMiPzo5-wETWkykVf-yFJe62z_uznxKcOu4MttNJ7mLTqbQPBTFSpbJziPV2RWRca-ydS5x_Ixt8Mum1IDwEdI5JP0_3paNr5lzfRCwpqFl3Obnwe6dP7XvIksz_XGv4zzbeCgUezIJF6rPe_i1Igdki9MagnF0n6lzzlTWm9Zvz96fMQzAAlTCs2ySi4G-xvOaGYOSZwloQbxn8go2tZ0gh4NDJPGR4QJua78_iDnHmrgcAQ4zQvFWFmElT7kMBxI6FqSczF7wLfarkcxIY0-yVVLsV2uH4tlHJKlQmcYYb5Lz_09KZ8u02lFpnUBanATK2RRd-d_1swZquK_RgyzZfVVUHTnpC222Y_zJnFmSgnFIncI9qTwCBOoq2hT5G_OzCDDsQdsDUk6VpTh7OPoOONW7B67nQbOwInqtieY8Hai696pWJBnLnhJjc22DrUK2Fk__Ii3HNQbsMi94p9wI3dHF2-X7WLNBuDpyuLzWYfCooj42CCQYdue8p2aG93eqkDwHh2OLikQOKqS-jG8CtTgMQk_vq9_UmRhJzeJLA1kxoqp3wv1ZEMtIOqVN7pxeFtIBDN5CLNpF-Be9vQuxr2vO82lseYW9toFcM87I08dqTeWmjjUD6B3MReolqEZ7fuiTn5om3EhxpZR5FgUrh4G1ZhRfvayuxVQ9WZXCyBbdn7AJksFuahNsBxvH_zwKryjIlC99CoA64wbNgQprGVW4lDTF6aYtySMmDfFaNy0p4MTFuuHoK0QX6D-bEN_e8DulIYoNzxHJq5rYqrWecOQWr29Fdt2uSzVZfyJlhmtFvyJE913AIxxkNzNtWYANgqmp8rRIFrJEYSyuxklvwE-EBwJjyt1IAMjT&reqid=Sc97gpVLcdcbIc2y&type=CLICK&pos=22,22,-16%,Đã bán 297,chamsocme,
22,Combo kem dưỡng trắng da ban ngày và ban đêm Wonmom ( 1 Kem nghệ tươi + 1 Kem cấp ẩm ),451.000₫,https://tka.tiki.vn/pixel/pixel?data=z3GFDcHWzXUPQ2_vLf2PC1aCv67joIiXYlFIYKjQVCwx3rUnKwM-A0G2JVafKHpkjjr0fjmVg1yiI4bPkQLnv7uhD3Wia8y0-15aaIAj_2bCf0aOwT8A4mrtljiTeE2M8Bt-aU1BFJvYtWDkE6Zmbhl4t3jW8U7_5tjflImqSH7yYZ0yTdmVhiPETuPvwesRFxTOKPRrMAiWL47GoQ3hW7UJ79l6Lu7wu6wrvQoOU0VvyYMB_SDSM43f8I3c1t10bg7P5WBt0i2pKaS4U3eCBf98HlAb-Kmqgl99L8s2J-XCT_8DYVX5GZbiqxhhkGd7zix0UuJQtmVaVdk3HdM8gSjwdZ1JW-WmZ-_H68ML4YkUS9JiYjW8_J0VKmoAsRIJbw4AOjWDsdhZX-QlGXjGfplEr8UEd6kMef7SjPwAA2S3lbR3SOlaioxiWmh7fKqNJWd5_eTiXd6brmtmUtRF3sm1-MWO-akU_4WzZhXZG7biLIsN0DC3jSJalDZhwa94PMeEU7CUDlkSDNt9Zw0gDlu0xIkXHRJ4YTTngGP8HM0eX_HcQ8GGxpflSQe70LKAlJBCiBaqnh6fu5ukLRNby8oYemkUsHU27Wo8gMh0st8veDgTbutH2Y5qom0v21LH25OEjXjQvjUrOeFg5y1ywxg4UBzVbziwffAiz3X8VhUJQIUmWhj671zdJFuzivif6RGrid1FL3HDzbPs_4Q33UwUocwJ68a8ct2EnfvQzbPYLD84laBABskO1PGYThdChKQ3UyyeJuEitULzq9L-h7BvMDuCNGZGEP06eYxr4CzPGGc4_Exv3Dl5O_CGV8lUo9f5S2rZmR2l5TdiUIZrrI06zk-WbpiIMwkBX37qxS4RCJrp_52rLB9GPT7xNbAaOtn5BeT5tUoVbZ8xJYzndflyUvCrf68-hcHhym9pDlFFwmjZA1D2LFuE2SYkoUWg1QYcZ8FwiRyGN2LL75AUNux98QpjKPRhqDb2zqhqPNTGCDVi8dXEToPgGoL__JnsN_VIt1WpZxX-K69GL2zRmMsWEzwPp8yaS9IKuJPuO-rbT6r8nitQHmRTTOcrPz_xyyWf0-ZrA3qP2BGljvZkyrY_6edHDbtcu2jCgRzI0tafnKlV0NO-9GWC97WQPqKoV2mxVtttOn2jVOSAfO0mRvZOYSLDxiUU&reqid=Sc97gpVLcdcbIc2y&type=CLICK&pos=23,23,-8%,Đã bán 5,chamsocme,
23,"Bộ trắng da, sạch mụn và nám cơ bản ngày đêm Wonmom (1 Kem nghệ tươi + 1 Serum mụn + 1 Kem cấp ẩm",738.000₫,https://tka.tiki.vn/pixel/pixel?data=xXAgLJ4-deUatYfoyDtxzKXx2Pvt3tpZ1EPDQszmJrD5OZdwk0657GEwOzUUnbATi_cZFHKayFTk9PTczwX4B0Z9_e94-bkl1UAblSbjR7birABHUXjQLIrA06mSo-873Gzp4XbxEjokLMJbJ-HLJzDPNn7vnaXyHcigfzPIUvBxTEarYqYBNwa7m4-D-JSbB2ACKX70QpfT0Av06KBe2JKV0dtjrf0KpfSxKLml3ErWuW-a4ADoF-sGW_vXlylic3oIEBFGcbwmhpc7K8Q6WBRZhxtg64zXBjlNv5tm1bq3B8ny-bR5bc9u_mvSlevFZ18bVnSrN58kqtmodP9Iu9IwTfcLqtTjwdbHWZyu_hr0S96HdC1JMX5NGIQaBMFi9woVB9Ziuea5xT_Cktw4yPLGL2hMc3io_gQryQ5n1WbEX3gHLTFFSYHxtGM2La06ai7itE_IKp3obuXtYn00y0INIjyk55vv3HNyHd1H3fFxOP-fxDl1iUrI1vqt6z12trODjmRHK660lvp1L5MtY3O2BDWVw5aJF9H89PCpot8r_bJceuLI5FrPCgRE_2CSNEYCXXJuPziGfk29OVGxTdbyI6i9BgJB5eTsQw9deKSx8vZTKdvS3Vkvrip7-iEO6pyB4czcmb6CY05679APGdHpiAVWy10Ojdl0YBomegeluoeuvaqZG-SG39LcSV63ONsbhm4JB0lFKfQLa9eYek4oGLHVlT2sXsPDlg7Cpdf1PAtAlDPW8hpUZ0lxObq-ciSuNUuQbdeGhpvuZtGoO5uyrfjg1lfE649uKq57mL5rK8OWva7iyPEh5EMNYHUV3RV9IZlLeay2brAr-QI8I520n2uUg4-cdlRy1InxVSZebBiKG2RSMOlHBFSzzrKy3R4qzQ_LKI9kBzkye64P5qAtUskfvEw1PYA48o8cYPnKm_8gVvvfe4CWXcZ7k6FpL0Ct0LJy0PN509pL4CV6dmnXFOKzNI2QYrjjPRBpobneUQ-huiGLUkDJ5i9TUJJqRjGarZLMJJcj714Aun6_n16ExUDWCoO4oRci5_cumTwWHpigkz7BG3FsUm4WFZFf9WgWWKx77NVjiNSXPxtpTMDf99toH4Zf6yTjo8K_V0gLlFkWQFG2MD8WZFKU9iQZdHUJd2YWfk2A1NaGrA&reqid=Sc97gpVLcdcbIc2y&type=CLICK&pos=24,24,-5%,,chamsocme,
24,"Bộ trắng da, sạch mụn toàn diện Wonmom (Sữa rửa mặt + Kem cấp ẩm + Serum mụn + Mặt nạ nghệ)",927.200₫,https://tka.tiki.vn/pixel/pixel?data=PbQ35OtQfUYNNfxDJDl12MTHbcrVDY4vA9WZDlTQ5IR-s7x8ud8TRQzapsQu3O5vpoGVrvRol0BHpxDa8tstMwdYdi7_sxdhIEkwK00g2O2WMHljZ9XWXxe3GW1uuUg278IWaxlsKn0B82HohT4DrK5mntSlhOmN-CmhK-7N__QpM6adRYxmNMJWeBz8WzWnKFeZ9XwUSqft49PGIQxbii7iSrbruE7oSysUMvZ4UxQiwuKNIrhBA222cG8-JAx4P9ZiHQAfVtf86-H4WuVXXEoiuzPVYyaAU7v4v829Ef52UBagmpKPkBKnhczXFn7pEhg5P3X1RXjnCYaN6gxLAO6qx6QWsfK_ErUGXgzLPkxJZMPt1g3vEFt8TvJBsWoxHZbdrNhiF-fCWOXM2gcVhOyEVskk4Pn4p3AxLncvOG3XjdZTDrA5_ozA2tKMdiPEudzlWOqn9MiystCA5Bmri0OV6q17BaOJW-yCfpuFyTF1f75xNIBnJ1KYjXbMmyPwvQ2vv9HcO6N-LgAVgdcaIMAA3lT2aOqbWTgx99kQW3l1BsSdRHjxd41xVSNOTs_ggUZp2Jr6ZDkKiax--jI2yhwEKl8lmSu3KU6L9BY8JUQ7Jw62CbapMDq0XKC1SQdYg-IAdmY05-mai9cFtrc6_R3K-dClpD1PzefUsZy4UsQX-sax79HpNrq3leDun1GhjH0kZ_dbR5O74cq4zs7tE1mQHmju-1xq7BTgprOWUlWRdG_u_KlMVR6Rp3ZAGAZwSuY3rIOZGPJvxJnlfvchqnJglEfadPzNzAXbHNXhryX9ig17-sWrkalUOxSAZ29MAOGJgPi-OaWBdEwnDhYmQmzXsFXF_1pKNYbvRBREjPlEXJvyqb-rFf76YCqX16vx8WDEjXl65ycQb2QOk-xhYR-2XDkuamsI-4czOmNB7fTouartm62_BnKzfz--jvAW-FCZLCnW_rPVzV8t538yFh0ZUwFsVoKPC3Po3VUb7Z61PSbbIP2jr8VFF0fP2YKzn77t2jLtz5xoUcDs_m44t57Jh43f2-fhFzLMED1xhqr94Dg2AW6F1QJPybrukEg28Ayybxe2aI9iFu_qXOnHv7S1ZV75T4E_k_oQ1jVxFnNiY4EKXIgMabXHmAxmMlSaiqun_A&reqid=Sc97gpVLcdcbIc2y&type=CLICK&pos=25,25,-10%,,chamsocme,
25,"Gừng toàn thân hạ thổ giữ ấm cơ thể, lưu thông khí huyết, giảm đau nhức Wonmom 200ml",185.000₫,https://tiki.vn/gung-toan-than-ha-tho-giu-am-co-the-luu-thong-khi-huyet-giam-dau-nhuc-wonmom-200ml-p2791861.html?spid=2791863,26,-35%,Đã bán 183,chamsocme,
26,Gối Bầu Cánh Tiên Chữ U Cao Cấp Bidole Hỗ Trợ Giảm Đau Lưng Cho Mẹ Bầu - Gối Chống Mỏi Lưng Đỡ Bụng Cho Bà Bầu Ngủ Ngon Chất Liệu Cotton Mềm Mại Co Giãn Tốt - Đai Đỡ Bụng Bầu Cho Mẹ,299.000₫,https://tiki.vn/goi-bau-canh-tien-chu-u-cao-cap-bidole-ho-tro-giam-dau-lung-cho-me-bau-goi-chong-moi-lung-do-bung-cho-ba-bau-ngu-ngon-chat-lieu-cotton-mem-mai-co-gian-tot-dai-do-bung-bau-cho-me-p217777834.html?spid=217777838,27,-11%,Đã bán 397,chamsocme,
27,1 hộp( 8 miếng) thấm sữa Goodmama,90.000₫,https://tiki.vn/1-hop-8-mieng-tham-sua-goodmama-p112520380.html?spid=112520381,28,-11%,Đã bán 21,chamsocme,
28,Máy hút sữa điện đôi chức năng massage 8 cấp độ,219.000₫,https://tiki.vn/may-hut-sua-dien-doi-chuc-nang-massage-8-cap-do-p55505638.html?spid=68617734,29,-9%,Đã bán 45,chamsocme,
29,"Quần lót bầu cạp chéo - quần lót sau sinh chất Su siêu co giãn, siêu nhẹ thoáng mát",29.000₫,https://tiki.vn/quan-lot-bau-cap-cheo-quan-lot-sau-sinh-chat-su-sieu-co-gian-sieu-nhe-thoang-mat-p200935095.html?spid=200935115,30,-21%,Đã bán 3,chamsocme,
30,LỀU XÔNG HƠI CAO CẤP MOMCARE VẢI DÀY(Màu ngẫu nhiên),219.000₫,https://tiki.vn/leu-xong-hoi-tu-bung-cao-cap-momcare-p49235752.html?spid=49235753,31,-13%,Đã bán 135,chamsocme,
31,"Cốc Hút Sữa Silicon NatureBond Chính Hãng Hoa Kỳ, số 1 tại Anh, Canada + Nút chặn chống đổ sữa, túi nhung cao cấp",499.000₫,https://tiki.vn/coc-hut-sua-silicon-naturebond-chinh-hang-hoa-ky-so-1-tai-anh-canada-nut-chan-chong-do-sua-tui-nhung-cao-cap-p26303479.html?spid=26303480,32,-10%,Đã bán 700,chamsocme,
32,"Túi Trữ Sữa Mama's Choice, Túi Đựng Sữa Mẹ Loại 250ml và 120ml, Kiểm Định An Toàn Bởi Bureau Veritas, Hộp 30 Túi",115.000₫,https://tiki.vn/tui-tru-sua-mama-s-choice-tui-dung-sua-me-loai-250ml-va-120ml-kiem-dinh-an-toan-boi-bureau-veritas-hop-30-tui-p94762046.html?spid=94762049,33,-40%,Đã bán 225,chamsocme,
33,Set 4 Quần Lót Bầu Cotton Az1003,125.000₫,https://tiki.vn/set-4-quan-lot-bau-cotton-az1003-p50308416.html?spid=50308436,34,,Đã bán 670,chamsocme,
34,Máy hút sữa điện rảnh tay và không dây Freemax 5 FB1212SJ,757.000₫,https://tiki.vn/may-hut-sua-dien-ranh-tay-va-khong-day-freemax-5-fb1212sj-p216211217.html?spid=216211218,35,,Đã bán 16,chamsocme,
35,"Gối ôm cho bà bầu, Gối chữ U,Gối dành cho bà bầu ngủ ngon UB22",619.000₫,https://tiki.vn/goi-om-cho-ba-bau-goi-chu-u-goi-danh-cho-ba-bau-ngu-ngon-ub22-p52590682.html?spid=52590683,36,,Đã bán 105,chamsocme,
36,"Áo Hút Sữa Rảnh Tay Mama’s Choice, Mặc Hút Sữa Cho Mẹ, Có Dây Giữ Bình Hút Sữa Chắc Chắn, Chất Liệu Thoáng Khí, Freesize - MÀU ĐEN",350.000₫,https://tiki.vn/ao-hut-sua-ranh-tay-mama-s-choice-mac-hut-sua-cho-me-co-day-giu-binh-hut-sua-chac-chan-chat-lieu-thoang-khi-freesize-p117031983.html?spid=117031985,37,,Đã bán 237,chamsocme,
37,Tai Nghe Nhạc Bà Bầu BellySmart,720.000₫,https://tiki.vn/tai-nghe-nhac-ba-bau-bellysmart-p194960093.html?spid=183939203,38,,Đã bán 35,chamsocme,
38,Lá trầu không khô xông rửa vùng bikini sau sinh dùng được cho mẹ & bé (9 túi lọc),65.000₫,https://tiki.vn/la-trau-khong-kho-dung-xong-rua-vung-kin-sau-sinh-9-tui-loc-dung-duoc-cho-me-be-p150992435.html?spid=150992436,39,,Đã bán 223,chamsocme,
39,Bộ 3 bình trữ sữa mẹ cổ rông 140ml vừa với máy hút sữa RESONANCE Fatzbaby,129.000₫,https://tiki.vn/bo-3-binh-tru-sua-me-co-rong-140ml-vua-voi-may-hut-sua-resonance-fatzbaby-tang-2-ziper-12cm-p80468398.html?spid=80468403,40,,Đã bán 162,chamsocme,
40,Máy hút sữa tay hiện đại handy 5 - FB1011HY,165.000₫,https://tiki.vn/may-hut-sua-tay-hien-dai-handy-5-fb1011hy-p272468622.html?spid=272468623,41,,Đã bán 11,chamsocme,
41,MÁY HÚT SỮA ĐIỆN ĐÔI - CHORUS 4 - FB1101TY,597.000₫,https://tiki.vn/may-hut-sua-dien-doi-chorus-4-fb1101ty-p253188832.html?spid=253188833,42,,Đã bán 25,chamsocme,
42,Máy hút sữa điện rảnh tay không dây Freemax 4 Fatzbaby (1 chiếc) tặng 10 túi trữ sữa sunmum mini,1.499.000₫,https://tiki.vn/may-hut-sua-dien-ranh-tay-khong-day-freemax-4-fatzbaby-1-chiec-p206669668.html?spid=206669669,43,,Đã bán 15,chamsocme,
43,Ao hút sữa rảnh tay có dây cho mẹ (Freesize),55.000₫,https://tiki.vn/ao-hut-sua-ranh-tay-co-day-cho-me-freesize-p23524745.html?spid=53087111,44,,Đã bán 173,chamsocme,
44,Bộ 3 Bình Trữ Sữa Mẹ FATZBABY 150ml FB0120N,105.000₫,https://tiki.vn/bo-3-binh-tru-sua-me-fatzbaby-150ml-fb0120n-p108915932.html?spid=203759829,45,,Đã bán 22,chamsocme,
45,"Lá xông thảo mộc giải cảm DATO, túi thảo dược xông hơi tăng sức đề kháng",25.230₫,https://tiki.vn/la-xong-thao-moc-70g-p203449117.html?spid=203449118,46,,Đã bán 47,chamsocme,
46,Màng ngăn/xi lanh- Phụ kiện máy hút sữa điện đôi Fatz Baby,52.000₫,https://tiki.vn/mang-ngan-xi-lanh-phu-kien-may-hut-sua-dien-doi-fatz-baby-p263992256.html?spid=263992258,47,,Đã bán 3,chamsocme,
47,"Nồi xông hơi 2.0 lít dùng cho lều xông hơi, thùng xông đầu, phòng xông hơi",359.000₫,https://tiki.vn/noi-xong-hoi-2-0-lit-dung-cho-leu-xong-hoi-thung-xong-dau-phong-xong-hoi-p113824603.html?spid=173439000,48,,Đã bán 1,chamsocme,
48,"Kem nghệ tươi dưỡng da trắng mịn, sạch sạm nám Wonmom 50g",170.000₫,https://tiki.vn/kem-nghe-tuoi-duong-da-trang-min-sach-sam-nam-wonmom-50g-p2791853.html?spid=128295164,49,,Đã bán 240,chamsocme,
49,Cốc hứng sữa hút sữa rảnh tay silicon,65.000₫,https://tiki.vn/coc-hung-sua-hut-sua-ranh-tay-silicon-p93511453.html?spid=171256606,50,,Đã bán 40,chamsocme,
50,[MUA LÀ CÓ QUÀ] Tấm Lót Thấm Sữa Nha Đam Pigeon 12 miếng/30 miếng/50 miếng,47.000₫,https://tiki.vn/tam-lot-tham-sua-nha-dam-pigeon-12-mieng-30-mieng-50-mieng-p130015080.html?spid=130015082,51,,Đã bán 419,chamsocme,
51,gối bà bầu chũ U vải nhung cao cấp,250.000₫,https://tiki.vn/goi-ba-bau-chu-u-vai-nhung-cao-cap-p127965147.html?spid=163476094,52,,Đã bán 12,chamsocme,
52,Combo 2 Hộp 30 Túi Đựng Sữa Mẹ (Trữ Sữa Mẹ) Cảm Ứng Nhiệt Umimom UM870176 (210ml),192.000₫,https://tiki.vn/combo-2-hop-30-tui-dung-sua-me-tru-sua-me-cam-ung-nhiet-umimom-um870176-210ml-p2626913.html?spid=202898361,53,,Đã bán 1,chamsocme,
53,Túi xách bỉm sữa giữ nhiệt KidAndMom đa năng chống nước bảo quản bình sữa đựng chứa đồ cho mẹ bé,199.000₫,https://tiki.vn/tui-xach-bim-sua-giu-nhiet-kidandmom-da-nang-chong-nuoc-bao-quan-binh-sua-dung-chua-do-cho-me-be-p196290939.html?spid=196290971,54,,Đã bán 15,chamsocme,
54,Lều xông hơi tự bung kèm nồi xông dung tích lớn,539.000₫,https://tiki.vn/leu-xong-hoi-tu-bung-kem-noi-xong-dung-tich-lon-p144637608.html?spid=144637610,55,,Đã bán 218,chamsocme,
0,"Nước Tắm Thảo Dược Cho Bà Bầu Và Mẹ Sau Sinh Bảo Linh,chiết xuất thảo dược,dùng siêu tiết kiệm",243.000₫,https://tka.tiki.vn/pixel/pixel?data=e_riaufiw7WZ5uyoochblQMudzUPDT6AnBVIeQ3UnQhoTHnizGhQX9TDyCnMXPYKclB43QhbhDeC1spZ_l3-xNnYtovgacAt5QAvKx7uTBsAgCb6v4bFTbe6fjIbM5ZT9UCe8ZxnDVRqhkIyrffwtKYLxcYWsm95l_AAMe3KNepQzLad6x5u9qReT91D7XWD2tszz7n7hywmLfL7L8ySJRUYiDTgPsai1yHp9K2K0xPr0hQqiEn-I6G9323W65bAjAT0vJ-NLwMFOqBSRkCmFMlOh9EE98_-s6tIsDPXEHmyQt7cWBb5NYy8mVCPu-NM6IjGq-EvZ-bysifNyquKIy2kkKJcRdZwXSsvdKEnSUmknJfDMfQn5KLuILJeiGttbVNHzDZl4Kc4lXfTDVCf3_EV0lY9fMec7x6vnU_dVXU4cWzajNXc-CE28nbJZPyrKVkkw1djauiTU0L_3l2eOLN0KqP3axiMGWny6BuaTJ9mGqSzr3-nqKhkJyAPdQCrEaR7Oy4XuziIS_KuJVLHDRmpRSxWp7_5lofThOXhzN2kqbPoJt3eME0LM6NLWKQFhoZer2XGaPS_gAN6q0exEW49g07gMms6wtu0ovb0nzMI1L1wz_-5jdbHu4Z8uBZRf3xoaHqSdxL_fm4JOt92Nr503cfBK-DKmiqIfuVcWU2XC4oYRMT0nVGouwK4JPa3p7ubsVLbGK4B2k5hs76aDUTHq54HHXAYf5JRT2Ys72AGpuw7J1derWy4oVLcRMLqTw3_l5kzm05dwxO1Ibe6xynKq2_e_E3XV75WXI1cocsFoSpmSFmp3gb_xM4ED0d6mIM6P-2V4eFI9L-z6SZlhZagT3jJQfP0XcG40Rg3JeTDlEPeLlbnpi6mjwdFXeFiM6htHLtHcFlbwNaoLiquVVeBUGf2JNF4XgDXx9juNR5cSmzDbR-1HAkQ6Qq0buTy2y1bBnq5OFunwXby0FUIjrrYMjX4Mjo9Q_9CV_oPVPVT7Z5EMT5lwDlmCVEE0yHrsAw-yI3C9UDITUs-vmQlhzGfb6yJ9dv7Ev0cSOkDnthdnQ28l6KiPP5FXp0wOPHTzDEHBdHl&reqid=Sc97gpVLcdcbIc2y&type=CLICK&pos=1,1,-10%,Đã bán 11,chamsocme,0.0
1,"Gừng toàn thân hạ thổ giữ ấm cơ thể, lưu thông khí huyết, giảm đau nhức Wonmom 200ml",185.000₫,https://tka.tiki.vn/pixel/pixel?data=eOpGcPjMA1keZaWCiifRYH__V4F4Xh_SGzz5nQruI91b2aSaepeAlXj5DJvXodxFUkYFymlU3DQCNdOHVpe2d9LiX-KPH8hxBDBoZVUspQfo_g-W11zK-6F6nIQnxN6-7hW2KE3ot-ok7KhhmfofNcHjO20WUJ9hhvA-GvIid6XCBSDWdEd_dJPDqgkeTsy5Ps8LJnAUTpLb80hwaWb0NXTAlFIRsfNoST45XfXdf6GxMoroi7jMOvYuORjjmv7rYKByQ6ea7dSNil28t9igN1JNaR4oolae-1BszOsXF1vazqSJ8_x9FZtFqG-npXbLUDOYYib1gNUXQLkg_SsYimx5bc9kPyfDWlg0RbFawVdve3KzcrYS7L5hVM4wINjrcXCjHvYCT2sLD3FUm7KDNXMAyE2Ch17gOX0BFwaYBnSbBhMw4chVx3FvHC6GURMgeaTiGhbi4Ht9D3BnJnRzLk9_crsKQSiSrk63eWSMbkhz-6vt8_QRcbeBy6d7GUZbN-HSNJB6-zUTsHylpMntj6VTtf-1Zpr103P3OLL3ie50-WDh3S5qxAECnPmSfUjbT_qmtq7uvbLoNzU3UFlgR2ugL_gxWHarDdIdg-1J7fUosyCv4tGwcmDJYrjlwmY24qtDK6J89IO4APQOCJBuS3kvQQ9zQ71C76j5-1DRmSw_IJL3_MwTePXFynwoyOvBQ9UILEaTEXm04krVvK0RRDJiE_QVB_22izH9altbrAJV02f3UiPe6z99GC1OkktjVR7CjsfwvwULWsOrAty3Mfe1qvIInmy4YHXW7QI417rKTMxOCybaXVDXeRDrpl4cbTxGgVdYw-b-iU6QamAR3ZqssIz6U5CdeY6D77NF9czuFErqiFBIyfvQ42KMH3Lot5pGz8NhW36RlRpqE2gHrdLd98loO50suz1_1NunKtiPcKp7qAcrY-NGoYu3nwo23FzerOGoMyC4N_mAVxnT8BfsvM9M36nXst47ZJh_UpAvZzLgoz9QVeMbFjO8og9bWXwlbdcL1_hygVqOlOG51ZCmsJsq_wrFYoJHk7EBw4WJI8K2X9RkcCUaRduanHW3DDqrUDYSgT0nTNLlYsj764KPtSqHvQv8iwQ8QSTyJp_cVszrIVb-iTjsd4LBqqYIhtvCDqG2nMRxuRasHQ&reqid=Sc97gpVLcdcbIc2y&type=CLICK&pos=2,2,-16%,Đã bán 183,chamsocme,1.0
