,title,price,link_item,index,discount,sales,category
0,"Bộ đồ trung niên nữ đẹp B91 dài tay, quần áo ngủ thời trang đông xuân mặc nhà cho người lớn tuổi, mẹ, bà giá rẻ Bigsize",150.000₫,https://tiki.vn/bo-do-trung-nien-nu-dep-b91-dai-tay-quan-ao-ngu-thoi-trang-dong-xuan-mac-nha-cho-nguoi-lon-tuoi-me-ba-gia-re-bigsize-p248777110.html?spid=248777158,1,,Đã bán 11,thoitrangtrungniennu
1,Đồ Bộ Mặc Nhà Trung Niên Chất Liệu Lanh Cao Cấp Đã Qua Xử Lý Co Size từ 47-70kg 2023 - Tuấn Tú Store,162.000₫,https://tiki.vn/do-bo-mac-nha-trung-nien-chat-lieu-lanh-cao-cap-da-qua-xu-ly-co-size-tu-47-70kg-2023-tuan-tu-store-p213885378.html?spid=213885455,2,-4%,Đã bán 7,thoitrangtrungniennu
2,SET ĐỒ BỘ TRUNG NIÊN CHO MẸ VÀ BÀ SANG TRỌNG,390.000₫,https://tiki.vn/set-do-bo-trung-nien-cho-me-va-ba-sang-trong-p213920357.html?spid=271615992,3,-26%,Đã bán 127,thoitrangtrungniennu
3,"Đồ bộ trung niên lụa pháp mát mịn tặng người lớn tuổi, đồ bộ tặng mẹ, tặng bà sang chảnh",243.000,https://tiki.vn/do-bo-trung-nien-lua-phap-mat-min-tang-nguoi-lon-tuoi-do-bo-tang-me-tang-ba-sang-chanh-p272864070.html?spid=272864076,4,,Đã bán 5,thoitrangtrungniennu
4,,,https://tiki.vn/vay-trung-nien-nu-hoa-tiet-dang-suong-v18-ao-dam-kieu-thoi-trang-mua-he-xuan-thu-cho-me-cho-ba-cho-nguoi-lon-tuoi-trung-tuoi-dai-qua-goi-chat-thun-co-gian-u40-u50-u60-u70-gia-re-dep-bigsize-cho-nguoi-map-size-lon-p247883772.html?spid=260924895,5,-13%,,thoitrangtrungniennu
5,Áo Bà Ba Màu Trơn_AM1 (Không Quần),75.000₫,https://tiki.vn/ao-ba-ba-mau-tron_am1-khong-quan-p261948617.html?spid=261948779,6,,Đã bán 4,thoitrangtrungniennu
6,Bộ Đũi Trung Niên Hoa Thêu Cực Đẹp Cực Sang Trọng Dành Cho Phụ Nữ Việt Nam 2023 - Laddy Store,271.000₫,https://tiki.vn/bo-dui-trung-nien-hoa-theu-cuc-dep-cuc-sang-trong-danh-cho-phu-nu-viet-nam-2023-laddy-store-p247254116.html?spid=247254124,7,,Đã bán 4,thoitrangtrungniennu
7,GOTI - ÁO TRUNG NIÊN CAO CẤP BIGSIZE - ÁO KIỂU TRUNG NIÊN DÁNG SUÔNG RỘNG TẶNG MẸ U40 U50 TAY LỠ PHỐI VOAN 3A17,219.000₫,https://tiki.vn/goti-ao-trung-nien-cao-cap-bigsize-ao-kieu-trung-nien-dang-suong-rong-tang-me-u40-u50-tay-lo-phoi-voan-3a17-p113518231.html?spid=113518269,8,,Đã bán 13,thoitrangtrungniennu
8,Bộ_AM2 (Áo Bà Ba Màu + Quần Đen Rộng),135.000,https://tiki.vn/bo_am2-ao-ba-ba-mau-quan-den-rong-p261830575.html?spid=261830581,9,,Đã bán 3,thoitrangtrungniennu
9,,,https://tiki.vn/bo-quan-ao-trung-nien-nu-cho-ba-cho-me-bo-dui-ong-so-sang-trongs-p179373483.html?spid=179373509,10,,,thoitrangtrungniennu
